"Start time: 2024-12-01 07:42:36"
"Start due to power on record",
"Device ID: "
"Sample rate per sec.: 1.000000"
"UTC Time","200psi 5v           "," 5psi 5v"," O2 electrochemical"," O2 ZrO2"," Mass Flow 5v","O2 Paramagnetic"
45628.09623842593,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09625000000,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09626157408,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09627314815,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09628472223,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09629629630,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09630787037,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09631944445,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09633101853,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09634259259,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09635416667,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09636574074,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09637731482,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09638888889,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09640046296,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09641203704,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09642361112,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09643518519,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09644675926,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09645833333,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09646990741,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09648148149,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09649305556,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09650462963,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09651620371,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09652777778,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09653935186,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09655092593,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09656250000,0.5099,0.4918,-0.0008,1.8431,0.0075,0.0000
45628.09657407408,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09658564815,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09659722223,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09660879630,0.5096,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09662037037,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09663194445,0.5096,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09664351853,0.5096,0.4915,-0.0008,1.8431,0.0072,0.0000
45628.09665509260,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09666666667,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09667824074,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09668981482,0.5099,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09670138889,0.5102,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09671296296,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09672453704,0.5102,0.4915,-0.0008,1.8431,0.0072,0.0000
45628.09673611112,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09674768519,0.5096,0.4915,-0.0008,1.8431,0.0072,0.0000
45628.09675925926,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09677083333,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09678240741,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09679398149,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09680555556,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09681712963,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09682870371,0.5096,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09684027778,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09685185186,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09686342593,0.5102,0.4918,-0.0008,1.8431,0.0075,-0.0003
45628.09687500000,0.5102,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09688657408,0.5099,0.4915,-0.0008,1.8431,0.0072,0.0000
45628.09689814815,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09690972223,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09692129630,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09693287037,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09694444445,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09695601852,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09696759260,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09697916667,0.5096,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09699074074,0.5099,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09700231482,0.5096,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09701388890,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09702546296,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09703703704,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09704861112,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09706018519,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09707175926,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09708333333,0.5099,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09709490741,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09710648149,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09711805556,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09712962963,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09714120371,0.5096,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09715277778,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09716435186,0.5096,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09717592593,0.5096,0.4915,-0.0008,1.8431,0.0072,0.0000
45628.09718750000,0.5093,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09719907408,0.5096,0.4915,-0.0008,1.8431,0.0072,0.0000
45628.09721064815,0.5102,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09722222223,0.5099,0.4915,-0.0008,1.8431,0.0072,0.0000
45628.09723379630,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09724537037,0.5096,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09725694445,0.5096,0.4915,-0.0008,1.8431,0.0072,0.0000
45628.09726851852,0.5096,0.4915,-0.0008,1.8431,0.0072,0.0000
45628.09728009260,0.5099,0.4915,-0.0008,1.8431,0.0072,0.0000
45628.09729166667,0.5102,0.4915,-0.0008,1.8431,0.0072,0.0000
45628.09730324074,0.5099,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09731481482,0.5099,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09732638890,0.5099,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09733796296,0.5099,0.4915,-0.0008,1.8431,0.0072,0.0000
45628.09734953704,0.5099,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09736111111,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09737268519,0.5099,0.4915,-0.0008,1.8431,0.0072,0.0000
45628.09738425926,0.5099,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09739583333,0.5102,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09740740741,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09741898149,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09743055556,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09744212963,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09745370370,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09746527778,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09747685186,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09748842593,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09750000000,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09751157408,0.5102,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09752314815,0.5099,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09753472223,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09754629630,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09755787037,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09756944445,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09758101852,0.5099,0.4915,-0.0008,1.8431,0.0072,0.0000
45628.09759259260,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09760416667,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09761574074,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09762731482,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09763888890,0.5099,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09765046297,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09766203704,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09767361111,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09768518519,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09769675927,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09770833333,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09771990741,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09773148149,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09774305556,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09775462963,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09776620370,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09777777778,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09778935186,0.5099,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09780092593,0.5099,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09781250000,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09782407408,0.5102,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09783564815,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09784722223,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09785879630,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09787037037,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09788194445,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09789351852,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09790509260,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09791666667,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09792824074,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09793981482,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09795138890,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09796296297,0.5102,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09797453704,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09798611111,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09799768519,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09800925927,0.5102,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09802083333,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09803240741,0.5099,0.4915,-0.0008,1.8431,0.0072,0.0000
45628.09804398149,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09805555556,0.5099,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09806712963,0.5099,0.4915,-0.0008,1.8431,0.0072,0.0000
45628.09807870370,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09809027778,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09810185186,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09811342593,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09812500000,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09813657408,0.5096,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09814814815,0.5093,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09815972223,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09817129630,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09818287037,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09819444445,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09820601852,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09821759260,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09822916667,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09824074074,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09825231482,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09826388889,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09827546297,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09828703704,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09829861111,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09831018519,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09832175927,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09833333334,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09834490741,0.5096,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09835648148,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09836805556,0.5093,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09837962964,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09839120370,0.5093,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09840277778,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09841435186,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09842592593,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09843750000,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09844907408,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09846064815,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09847222223,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09848379630,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09849537037,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09850694445,0.5102,0.4918,-0.0008,1.8431,0.0075,-0.0003
45628.09851851852,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09853009260,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09854166667,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09855324074,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09856481482,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09857638889,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09858796297,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09859953704,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09861111111,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09862268519,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09863425927,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09864583334,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09865740741,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09866898148,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09868055556,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09869212964,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09870370370,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09871527778,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09872685186,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09873842593,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09875000000,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09876157407,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09877314815,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09878472223,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09879629630,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09880787037,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09881944445,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09883101852,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09884259260,0.5096,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09885416667,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09886574074,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09887731482,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09888888889,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09890046297,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09891203704,0.5099,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09892361111,0.5102,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09893518519,0.5099,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09894675927,0.5102,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09895833334,0.5099,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09896990741,0.5099,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09898148148,0.5099,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09899305556,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09900462964,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09901620371,0.5099,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09902777778,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09903935186,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09905092593,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09906250000,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09907407407,0.5102,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09908564815,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09909722223,0.5099,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09910879630,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09912037037,0.5102,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09913194445,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09914351852,0.5099,0.4915,-0.0008,1.8431,0.0072,-0.0003
45628.09915509260,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09916666667,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09917824074,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09918981482,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09920138889,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09921296297,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09922453704,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09923611111,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09924768519,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09925925926,0.5093,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09927083334,0.5093,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09928240741,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09929398148,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09930555556,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09931712964,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09932870371,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09934027778,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09935185186,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09936342593,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09937500001,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09938657407,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09939814815,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09940972223,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09942129630,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09943287037,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09944444445,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09945601852,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09946759260,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09947916667,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09949074074,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09950231482,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09951388889,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09952546297,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09953703704,0.5102,0.4918,-0.0011,1.8431,0.0072,-0.0003
45628.09954861111,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09956018519,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09957175926,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09958333334,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09959490741,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09960648148,0.5102,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09961805556,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09962962964,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09964120371,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09965277778,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09966435185,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09967592593,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09968750001,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09969907408,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09971064815,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09972222223,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09973379630,0.5096,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09974537037,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09975694445,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09976851852,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09978009260,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09979166667,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09980324074,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09981481482,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09982638889,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09983796297,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09984953704,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09986111111,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09987268519,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09988425926,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09989583334,0.5102,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09990740741,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09991898148,0.5093,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09993055556,0.5093,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09994212964,0.5093,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09995370371,0.5090,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09996527778,0.5090,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.09997685185,0.5090,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.09998842593,0.5090,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.10000000001,0.5093,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.10001157408,0.5093,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.10002314815,0.5093,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.10003472223,0.5093,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.10004629630,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.10005787038,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.10006944444,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.10008101852,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.10009259260,0.5093,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.10010416667,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.10011574074,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.10012731482,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.10013888889,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.10015046297,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.10016203704,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.10017361111,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.10018518519,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.10019675926,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.10020833334,0.5093,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.10021990741,0.5096,0.4921,-0.0008,1.8431,0.0072,-0.0003
45628.10023148148,0.5099,0.4918,-0.0008,1.8431,0.0072,0.0000
45628.10024305556,0.5096,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.10025462964,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
45628.10026620371,0.5099,0.4918,-0.0008,1.8431,0.0072,-0.0003
